a 啊 唉 哎
aa 阿 啊 吖 嗄 腌 锕
aaaa 啊啊 啊啊啊
aaba 阿爸
bcwn 博茨瓦纳
bcwu 宝物 报务
bcww 包围 保卫
bcwy 褒
bcx 保鲜
bcxb 报信
bcxi 报喜 保息
bcxk 暴行 宝兴
bcxl 包厢 不辞辛劳 宝箱
bcxm 保险 保鲜 保先
bcxn 报销 爆笑 包销 报晓 报效
bcxq 保修 包修 报修
bcxs 胞兄
bcxt 暴雪
bcxx 包下
bcxy 报讯
bcy 雹
bcya 龅牙 暴牙
bcyb 暴饮 爆音
bcye 报业 包夜
bcyh 保养 包养
bcyi 褒义 报以
bcyj 报验 保研
bcyk 报应
bcyr 抱怨 包圆 报怨
bcys 雹 保用
bcyt 包月
bcyu 暴雨 宝玉 鲍鱼 保育
bcyz 保佑 包邮 报忧 抱有 保有
bcz 趵 孢
bcza 包扎
bczc 暴躁
bczd 雹灾 包在 报载 抱在
bczg 暴增
bczh 宝藏 包藏 保藏
bczi 包子 孢子 豹子
bczo 宝座
bczs 孢
bczu 包租 趵
bczz 暴走
bd 白 柏 百 摆 佰 败 拜 稗 伯 捭 呗 掰
bda 百
bdab 百
bdb 不得不
bdba 拜把
bdbc 百宝
bdbd 拜拜 摆摆 白白 掰掰 半懂不懂
bdbi 败笔
bdbj 百般 白班 白板 八点半 变动不居
bdbk 百病 败兵 白冰
bdbl 宝刀不老
bdbm 百变 白边
bdbp 拜别 抱打不平
bdbq 百毒不侵
bdbt 不得不低头
bdbu 摆布 不打不相识 百步 百部 不得不 不但不 白布
bdbv 不打不相识
bdbw 百倍 败北 背对背
bdbx 不大不小
bdby 百读不厌
bdc 白菜
bdcc 百草
bdcd 白菜
bdci 背单词
bdcu 白醋
bdd 拜读
bdda 白搭 百搭
bddc 拜倒 办得到 摆到
bddd 白带 百代
bdde 不道德 败德
bddg 拜登
bddh 摆荡
bddi 白底 白地
bddj 不单单 百端待举
bddk 白丁
bddm 白点
bdds 摆动
bddt 不登大雅之堂
bddu 百度 败毒 拜读 摆渡
bddv 别动队
bde 不得而知
bdee 白鹅
bdei 背道而驰
bdeq 拔地而起
bder 巴蒂尔
bdev 不得而知
bdf 摆 捭
bdfa 白发
bdff 百分 贝多芬 白粉
bdfg 白癜风
bdfh 拜访 摆放
bdfj 白饭 白矾
bdfo 拜佛
bdfs 摆
bdfu 捭 百福 拜服 拜佛
bdfw 白费
bdg 白宫
bdge 白鸽 百个
bdgj 白干
bdgl 白光
bdgo 白果 百果
bdgr 百官 白鹳
bdgs 白宫 毕达哥拉斯
bdgu 白骨
bdgw 败给
bdh 稗
bdhc 摆好
bdhe 百合 拜贺 白鹤 白盒 北戴河
bdhk 败坏
bdhl 北大荒
bdho 百货 败火
bdhs 不得好死 不到黄河心不死
bdhu 白虎 白狐 稗
bdhv 拜会 百汇 白灰
bdhx 白话 百花 白花 白桦 本地化
bdi 不动产
bdig 白城
bdih 不到长城非好汉
bdii 白痴 白吃 白炽
bdij 不动产
bdil 表达出来
bdir 百川
bdis 百种 白种
bdiu 摆出 百出
bdj 不对劲
bdjb 白金 拜金
bdjg 兵多将广 不当家不知柴米贵
bdji 败绩 百计 败给 白给
bdjk 白净 不对劲
bdjl 拜将
bdjm 拜见 摆件
bdjp 白洁
bdjq 白酒 摆酒
bdjr 白卷 白绢
bdju 败局 博大精深
bdjw 不懂就问
bdjx 败家 百家 百佳
bdjy 败军 白军
bdk 败 呗
bdkd 摆开 掰开
bdke 百科 拜客 摆客
bdkh 遍地开花
bdkk 拜会
bdkn 不大可能
bdko 摆阔
bdkr 呗
bdku 病毒库
bdkw 败
bdky 不但可以
bdl 不得了
bdla 白蜡
bdlc 百乐
bdle 白了
bdlg 布达拉宫 波多黎各
bdlh 白浪 白狼
bdli 百里 百丽 背地里
bdlk 白领 百灵 八达岭
bdll 百两 白亮
bdlm 白脸 百联 百炼 并蒂莲
bdln 不得了 不动了 摆了
bdlo 败落
bdlp 摆列
bdlu 白鹭 白露 败露 白鹿 弊多利少
bdlw 败类
bdm 柏 帮倒忙
bdma 白马
bdmb 柏
bdmc 白猫 白茅 白毛
bdmd 不达目的
bdmh 白忙 百忙 帮倒忙
bdmi 百米
bdmj 摆满
bdmk 摆明 百名
bdmm 白面
bdmn 白描
bdmo 白沫 百万
bdmw 白眉
bdmy 不但没有
bdn 百年
bdna 百纳 白拿
bdnf 白嫩
bdnk 白宁
bdnl 表达能力
bdnm 拜年 百年
bdnn 百鸟
bdnq 白牛
bdns 摆弄
bdp 摆平 白
bdpc 白跑
bdpi 白皮
bdpk 摆平 白屏
bdpo 白
bdps 布达佩斯
bdpu 摆谱 彼得堡
bdq 不定期
bdqf 不得其法
bdqi 不定期 白旗
bdqk 拜请
bdql 百强
bdqq 白球
bdqs 不得其所
bdqu 本地区
bdqx 北斗七星 不得其详
bdr 佰 伯
bdrb 伯 佰
bdre 白热
bdrf 白人 百人 拜仁 白刃 本地人
bdri 白日 百日
bdru 不动如山
bdrx 不得人心
bdrz 白肉
bds 百色
bdsd 百思
bdse 白色
bdsh 冰冻三尺，非一日之寒 冰冻三尺非一日之寒
bdsi 冰冻三尺
bdso 变电所
bdsr 不打算
bdss 白送
bdsu 败诉
bdsv 百岁
bdt 拜托
bdta 白塔
bdtc 白陶
bdtd 百态
bdte 百特
bdtg 不断提高
bdth 白糖 拜堂
bdti 半导体
bdtj 摆摊 摆地摊
bdtk 包打听
bdtm 白天 百天
bdtn 白条 比登天还难
bdto 摆脱 拜托
bdtp 白铁
bdts 白铜
bdtu 白兔
bdtv 败退
bdtx 包打天下
bdtz 白头
bdu 拜 掰
bdua 白纱 白沙
bdud 百色 白色
bdue 摆设
bduf 拜
bdug 百盛
bduh 摆上 白汤 比得上
bdui 拜师 百世 百十 百事 表达式 不定时 不等式 败事 白石 保定市
bduj 拜山 白山 白衫
bdul 白霜
bduo 白说
bdus 不动声色
bduu 掰 白薯
bduv 白水 不得善终
bduz 拜寿 百兽 摆手 白手
bdv 别当真
bdvc 败招 百兆
bdvd 不懂装懂
bdve 摆着 败者
bdvf 败阵
bdvg 摆正
bdvh 败仗
bdvi 白纸 白芷
bdvj 百战 变电站
bdvo 摆着
bdvs 摆钟
bdvz 白昼 白粥
bdw 本单位
bdwh 拜望 本地网
bdwj 百万
bdwl 不得无礼 宝刀未老
bdwu 不断完善 白雾 标的物
bdww 百位 拜为 本单位
bdx 北斗星
bdxi 白皙
bdxk 百姓 败兴 病毒性 北斗星
bdxl 白象 白相
bdxm 白线
bdxn 百晓
bdxp 拜谢
bdxt 白雪
bdxu 败絮 白须
bdxv 拔刀相助
bdy 不等于
bdyb 白银 败因
bdyc 白药
bdye 百业 百叶 拜谒 白喝
bdyh 白羊 白杨
bdyi 不得已 百亿 白蚁 白衣 佰易
bdyj 白眼 白烟
bdyk 不答应 部电影
bdyl 弊大于利
bdyr 百元
bdyt 百阅 拜月
bdyu 白玉 百余 不等于 不低于
bdyv 步调一致 不得已而为之
bdyy 白云
bdz 摆在
bdzd 摆在
bdzi 白字 半吊子 白刀子进红刀子出
bdzo 白做
bdzu 白族
bdzv 不打自招
bdzz 败走
be 不饿
beb 博而不精
bebj 避而不见 博而不精
bebt 避而不谈
bebu 百儿八十
beby 备而不用
bedy 博尔顿
befm 不二法门
beg 巴尔干
begj 巴尔干
beji 白垩纪
bejp 不二价
bels 白俄罗斯
bend 包二奶
beni 伯尔尼
beqy 布尔乔亚
bete 巴尔特
betl 博尔塔拉
beuk 布尔什维克
bev 不二之选
bevk 巴尔扎克
bevx 不二之选
beyv 避而远之
bezk 巴尔扎克
bf 本 笨 奔 苯 畚 坌 贲 锛 倴 坋 栟 犇
bfa 本
bfaa 本
bfan 本案 苯胺
bfb 坌
bfbc 本报
bfbd 百分百
bfbf 笨笨 苯苯 奔奔 本本
bfbi 百分比 本币
bfbj 本版
bfbk 本病
bfbm 不方便
bfbn 本表
bfbo 奔波
bfbt 坌
bfbu 本部 本埠
bfbv 百发百中
bfc 苯
bfcb 苯
bfcc 白发苍苍 本草
bfci 本次
bfcr 奔窜
bfcu 不负此生
bfcy 本村
bfcz 不复存在
bfd 奔
bfdc 奔
bfdh 本当
bfdi 本地 笨的
bfdj 笨蛋 百废待举
bfdm 百分点 本店
bfdv 本队
bfdx 百废待兴
bff 本分
bffa 本法
bfff 本分 苯酚
bffh 奔放 本方
bffu 奔赴
bfg 本该
bfgd 本该
bfgh 本港
bfgo 本国
bfgx 笨瓜
bfh 百分号
bfhc 百分号
bfhe 不符合
bfhh 本行
bfhr 苯环
bfhu 暴发户
bfi 奔驰
bfih 本场 本厂
bfii 奔驰
bfil 不费吹灰之力
bfiu 奔出
bfj 锛
bfjb 本金
bfjc 锛
bfji 本机 播放机 本季 苯基 畚箕 本级 本纪
bfjp 本届 本节
bfjq 本就
bfju 本剧
bfjx 本家 百废俱兴
bfk 本科
bfke 本科
bfkj 本刊
bfkk 本会
bfku 本库 白费口舌
bfl 本来
bfld 本来
bflf 巴甫洛夫
bfli 爆发力 本利 病房里
bflk 本领
bflq 奔流 白费力气
bflw 本类 本垒
bfly 本轮 巴伐利亚
bfm 栟
bfma 奔马
bfmf 本门
bfmh 奔忙
bfmk 本名 奔命 栟
bfmo 本末
bfn 犇
bfng 本能
bfnm 本年
bfnn 笨鸟 犇
bfp 奔跑
bfpb 本品
bfpc 奔跑
bfpm 本片 本篇
bfpn 本票
bfq 播放器
bfqb 不分青红皂白
bfqi 本期 播放器
bfqm 本钱
bfqr 不乏其人
bfqu 奔去 本区
bfqy 本群
bfr 本人 倴
bfrc 倴
bfrf 本人 笨人 北方人
bfri 本日
bfrr 白发人送黑发人
bfs 畚
bfse 本色
bfsh 奔丧
bfsi 奔四
bfso 本所
bfst 不负所托 畚
bft 奔腾 坋
bftc 奔逃
bftd 坋
bfte 巴菲特
bftg 奔腾
bfth 避风塘
bfti 本体 本题
bftm 本田
bftn 本条
bftp 本帖 本贴
bftu 本土
bftv 膘肥体壮
bfty 悲愤填膺
bftz 奔头
bfu 贲
bfud 本色
bfue 本社
bfuf 本身
bfug 本省
bfuh 不负韶华
bfui 本事 奔驶 本是 本市
bfuj 蝙蝠衫 本山
bfuk 百分率
bfuo 比方说 百分数
bfur 贲
bfuu 本书
bfv 笨 百分之
bfvb 百分之百 笨
bfve 本着
bfvf 本真
bfvg 并发症
bfvh 本章
bfvi 本质 百分之 百分制 本职
bfvj 本站
bfvo 笨拙 本着
bfvs 笨重
bfvt 不法之徒
bfvu 笨猪 百分之十 本主
bfvw 不负众望 不孚众望
bfvy 百分之一 捕风捉影
bfvz 本周
bfw 本文
bfwf 本文
bfwh 本网
bfwo 本我
bfwu 本无
bfww 本位
bfx 不放心
bfxa 八府巡按
bfxb 不放心
bfxi 本息 本溪 本系
bfxj 白费心机
bfxk 本性 本省
bfxl 本想 奔向 本项 本相 本乡
bfxm 本县
bfxn 本校
bfxp 奔泻
bfxt 暴风雪
bfxv 不分轩轾
bfxw 不法行为
bfxx 蝙蝠侠
bfy 暴风雨
bfye 本页 本业
bfyi 本意 本已 本义
bfyk 本应
bfyr 本院 本原 本源
bfys 奔涌
bfyt 本月
bfyu 暴风雨
bfyz 不费一兵一卒
bfz 不负责
bfzb 不分皂白
bfze 不负责
bfzi 本子
bfzl 不放在眼里
bfzo 本作
bfzr 不负责任
bfzu 本组
bfzy 本尊
bfzz 奔走
bg 蹦 甭 蚌 崩 绷 泵 迸 堋 嘣 甏 揼 琫 祊 镚
bgam 保国安民
bgb 甭
bgbd 半工半读
bgbg 不管不顾 不尴不尬
bgbi 笔耕不辍
bgbj 不干不净 毕恭毕敬 不古不今
bgbl 秉公办理 包工包料
bgbn 本固邦宁
bgbu 蚌埠 班干部
bgby 甭
bgd 不敢当
bgda 蹦跶 巴格达
bgdd 绷带
bgdh 不敢当
bgdi 蹦迪
bgdj 半个多世纪 报关单
bgdk 本规定
bgdr 绷断
bgdt 不共戴天
bge 崩
bgee 不过尔尔
bgeo 崩
bgf 迸发 揼
bgfa 迸发
bgfh 泵房
bgfu 揼
bgfw 办公费
bgg 甭管
bggr 甭管
bggt 不敢苟同
bgh 崩坏
bghc 拔根汗毛比腰粗
bghk 崩坏
bgi 蚌
bgif 蚌
bgih 兵工厂
bgil 蹦床
bgiu 蹦出 迸出
bgj 白骨精 镚
bgjb 绷紧
bgjc 杯觥交错
bgji 蹦极
bgjj 百感交集
bgjk 白骨精
bgjm 不甘寂寞
bgjn 不干胶
bgjo 镚
bgju 泵车
bgk 嘣
bgkk 办公会 报告会
bgko 嘣
bgkv 崩溃
bgl 不管了
bgle 不管了
bglh 不甘落后
bgli 百公里
bglj 八国联军
bgll 波光粼粼
bglm 不敢掠美 绷脸
bglo 崩落
bglp 崩裂 迸裂
bglu 不归路
bglz 办公楼 崩漏
bgp 不公平 祊
bgpf 祊
bgpj 崩盘
bgpk 不公平
bgqj 卑躬屈节
bgql 不改其乐
bgqu 办公区
bgqx 卑躬屈膝
bgrc 不过如此
bgs 绷
bgsg 闭关锁国
bgsi 办公司 本公司
bgso 绷
bgsy 不管三七二十一
bgt 堋
bgta 崩塌
bgti 泵体
bgtj 博古通今 崩坍
bgtk 办公厅 报告厅
bgto 堋
bgtr 报告团
bgty 不关痛痒
bgtz 包工头
bgu 泵 甏
bgue 迸射
bgui 办公室
bguj 半个世纪
bguo 甭说
bgur 不甘示弱
bgus 兵贵神速
bguu 泵 报告书
bguw 甏
bguy 杯弓蛇影
bgv 半个钟
bgve 绷着
bgvf 秉公执法
bgvi 绷直
bgvj 泵站
bgvl 百舸争流
bgvo 办公桌
bgvs 半个钟
bgvt 半个钟头
bgvu 绷住
bgw 琫
bgwf 八股文
bgwl 琫
bgws 秉公无私
bgwu 别跟我说
bgwx 报告文学
bgx 不甘心
bgxb 不甘心
bgxl 甭想
bgxq 不感兴趣
bgxu 半个小时
bgxx 不敢想象
bgy 半个月
bgyb 不敢越雷池一步
bgyi 迸射
bgyq 不顾一切
bgyr 碧桂园 报关员
bgys 不够意思 不管用
bgyt 半个月 八个月
bgyu 不甘于 稗官野史
bgyx 不苟言笑
bgyy 杯弓蛇影
bgz 迸 蹦
bgze 不规则
bgzi 笔杆子
bgzk 迸
bgzo 蹦
bgzp 不攻自破
bgzu 闭关自守
bgzv 八竿子打不着
bh 帮 邦 梆 榜 膀 绑 棒 磅 蚌 镑 傍 谤 彭 蒡 浜 塝 搒 棓 玤 蚄
bhb 不会吧
bhba 不会吧
bhbb 并行不悖
bhbh 帮帮 棒棒
bhbj 饱汉不知饿汉饥 帮办
bhbk 白化病 棒冰
bhbm 不慌不忙 傍边
bhbu 蚌埠
bhc 蒡
bhcf 蒡
bhcg 保护层
bhci 辩护词
bhd 浜
bhda 棒打
bhdb 浜
bhdc 北海道 帮到
bhdd 变化多端 绑带
bhde 不会的 邦德
bhdh 保皇党
bhdi 邦迪
bhdj 榜单
bhdk 绑定 帮顶
bhdm 百货店
bhdr 不遑多让
bhdu 饱和度
bhel 不寒而栗
bhes 不欢而散
bhf 邦 帮 搒
bhfa 不合法
bhfe 邦
bhff 搒
bhfj 帮
bhfu 帮扶 绑缚
bhfw 绑匪 保护费
bhg 不合格
bhgd 兵行诡道
bhge 不合格
bhgl 别鹤孤鸾
bhgo 不好过 背黑锅 保护国
bhgr 白虹贯日 拔火罐
bhgs 帮工
bhgv 帮规
bhgx 北回归线
bhgz 邦购
bhh 白花花
bhhc 保护好
bhhe 棒喝
bhhl 白晃晃
bhhv 帮会
bhhx 白花花 百合花
bhhy 不怀好意
bhi 蚌 蚄
bhif 帮衬 蚌 蚄
bhig 磅秤
bhil 不合常理
bhiv 棒槌
bhj 镑
bhjb 绑紧
bhjf 镑
bhji 棒极 步话机
bhjn 邦交 帮教
bhjp 步行街
bhjx 绑架
bhk 𠳐
bhke 蚌壳
bhkk 帮会
bhky 帮困
bhl 不合理
bhlc 绑牢
bhld 不回来
bhle 帮了
bhlh 悲欢离合
bhli 不合理
bhln 帮了
bhm 棒 梆 榜 棓
bhma 巴哈马 不好吗
bhmb 笔酣墨饱
bhmc 变幻莫测
bhme 梆
bhmf 榜
bhmh 帮忙
bhmk 棓
bhml 兵荒马乱 棒
bhmo 保护膜
bhnb 帮您
bhni 帮你
bho 膀
bhof 膀
bhp 绑票
bhpd 帮派 保皇派
bhpj 不患贫而患不均
bhpn 绑票
bhq 不回去
bhqf 百花齐放
bhql 帮腔
bhqn 蚌壳
bhqq 棒球
bhqr 辩护权
bhqu 不回去 保护区
bhqy 不合群
bhr 傍
bhre 不好惹
bhrf 帮人 辩护人 保护人 傍
bhs 绑
bhse 绑
bhsj 保护伞
bhsl 傍花随柳
bhso 庇护所
bhsr 不划算
bht 塝
bhta 帮她 帮他
bhtf 塝
bhth 白虎堂
bhts 本合同
bhtv 绑腿
bhu 磅 彭
bhuf 磅 保护神
bhuh 榜上 绑上
bhui 不会是 白话诗
bhuo 不好说
bhup 彭
bhuv 傍水
bhuy 不合时宜
bhuz 帮手 榜首
bhv 帮助
bhve 帮着 病患者
bhvj 帮战
bhvn 不惑之年
bhvo 帮着 绑着
bhvt 抱恨终天
bhvu 帮助 帮主 绑住
bhvy 百花争艳 百花争妍
bhw 傍晚 玤
bhwf 玤 白话文
bhwi 变幻无常
bhwj 傍晚
bhwo 帮我
bhwq 变化无穷
bhx 不和谐
bhxk 保护性
bhxm 帮闲
bhxp 冰魂雪魄
bhxs 帮凶
bhy 谤
bhye 棒喝
bhyf 谤
bhyh 榜样
bhyj 榜眼
bhys 不好意思 帮佣 不好用
bhyu 不好意思说 编后语
bhyw 不会因为
bhyz 不会有
bhz 绑在
bhza 绑扎
bhzd 绑在
bhzi 棒子 帮子
bi 比 逼 鼻 鄙 笔 彼 碧 蓖 蔽 毕 毙 毖 币 庇 痹 闭 敝 弊 必 辟 壁 臂 避 陛 秘 泌 匕 俾 芘 荜 荸 萆 薜 吡 哔 狴 愎 滗 濞 弼 妣 婢 嬖 纰 璧 贲 睥 畀 铋 秕 裨 筚 箅 篦 舭 襞 跸 髀 佖 咇 坒 屄 沘 珌 皕 祕 苾 觱 觱 诐 赑 邲 馝 鲾
bia 彼岸 鲾
bian 彼岸
biat 鲾
bib 毙 比 毕 毖 痹 坒 皕 邲
bibb 毖 比 毙 皕
bibc 壁报
bibd 必败
bibe 邲
bibh 臂膀
bibi 比比 笔笔
bibj 罢黜百家
bibk 弊病
bibl 痹
bibn 不吵不闹
bibo 碧波 鄙薄 比伯
bibt 坒
bibu 毕
bibv 把持不住
bibw 必备
biby 百吃不厌
bic 蔽 薜 蓖 芘 荜 荸 萆 苾
bicb 蓖 芘 苾
bici 彼此
bicu 荜 萆 薜
bicw 蔽
bicz 荸
bid 必 敝 弊 泌 滗 濞 沘
bida 必答 笔答
bidb 泌 沘
bidc 弊 逼到
bidd 必 笔袋
bide 必得
bidg 壁灯 白炽灯
bidi 笔底
bidk 必定
bidl 濞
bidm 滗
bidr 弊端 笔端
bidu 必读
bidv 比对
bidw 敝 逼得 必得 彼得
bie 陛
bier 比尔
biet 陛
bif 比方
bifa 笔法 比法
biff 比分
bifg 避风 笔锋
bifh 比方
bifu 比附
bifw 补偿费
bify 不成方圆
big 庇 弼 髀
bigb 百尺竿头更进一步 庇
bige 比格
bigg 弼 笔耕
bigh 百川归海
bigj 笔杆 比干
bigl 避光
bigo 避过
bigr 闭关 笔管
bigs 逼宫 逼供
bigt 百尺竿头
bigu 髀 辟谷
bigv 壁柜
bigx 壁挂
bih 秕 秘 馝
bihb 秘 秕 馝
bihd 碧海 避害 病虫害 弊害
bihe 闭合 笔盒
bihj 避寒
bihl 不差毫厘
biho 避祸
bihr 闭环
bihu 庇护 逼和 壁虎
bihv 避讳
bihx 笔画 壁画 笔划 比划
bihy 逼婚
bii 彼
biig 鄙称
biis 币种
biiu 壁橱 笔触
biiy 彼
bij 铋
bijb 逼近 补偿金 铋
biji 笔记 逼急 哔叽 避忌 笔迹 比及
bijk 毕竟 必经 闭经
bijl 必将
bijm 比肩 鄙见 笔尖
bijn 比较
bijp 毕节 比价
bijq 必究 必纠
bijr 闭卷
biju 壁柜
bijv 别出机杼
bijx 备尝艰辛 笔架
bijy 不成敬意
bik 哔 鄙 吡 咇 赑
bikb 吡 咇
bikd 避开
bike 鄙 比克
bikj 必看
bikk 笔会 闭会
bikr 赑
biks 鼻孔 碧空
biku 哔
bikz 闭口
bil 秘鲁
bilb 鄙吝 比邻
bild 比来
bile 毙了
bili 比例 壁立 笔力
bilj 碧蓝
bill 鼻梁 比量
biln 拔出萝卜带出泥
bilo 碧落
bilu 笔录 碧绿 壁炉 闭路 毕露
bilv 比率
bilw 壁垒 避雷
bilz 鄙陋
bim 闭
bimc 笔帽 闭
bimf 闭门 贲门
bimi 笔迷
bimj 鞭长莫及
bimk 笔名 毙命
bimm 避免
bimo 笔墨
bimu 闭幕 闭目
bimw 比美
bin 婢 妣
binb 妣
bini 比拟 逼你 比你
binj 避难
binm 比年
binu 婢
binv 婢女
bio 睥
biou 睥
bip 币 匕 裨 祕
bipb 比拼 本产品 半成品 祕
bipj 币
bipk 逼平
bipo 逼迫
bipu 裨
bipv 匕
bipw 比配
biq 狴
biqi 比起 不成器 鄙弃 播种期
biqk 碧清
biql 鼻腔 逼抢
biqm 笔钱 比前
biqq 壁球 比丘
biqr 币圈
biqt 狴
biqw 不成其为
bir 俾 佖
birb 佖
bire 比热
birf 鄙人 逼人
birh 避让
birj 必然
biru 比如 俾
birz 碧柔
bis 纰
bisa 比萨
bisb 纰
bisd 比赛 蔽塞 闭塞
bise 闭塞
bisi 必死 逼死
bisl 不出所料
biso 闭锁 比索
bit 畀
bita 比她 比他
bitc 笔套
bite 比特
biti 鼻涕
bitj 壁毯 避谈 笔谈
bitk 笔挺
bitl 畀
bitm 必填
bitn 笔调
bits 笔筒
bitt 不成体统
bitz 鼻头 笔头
biu 壁 璧 辟 臂 嬖 贲 襞 屄
biua 必杀
biub 屄
biug 必胜 不出声 毕升 毕生
biuh 闭上 壁上 比上
biui 鄙视 逼视 避世 壁饰 必是 彼时 笔势 笔试 比试
biuk 比率
biun 嬖
biuo 臂 比数
biur 贲
biut 壁
biuu 避暑 辟
biuv 避税 碧水 比谁
biux 笔刷
biuy 笔顺 璧 襞
biuz 匕首
biv 笔 筚 箅 篦 舭
biva 笔札
bivb 篦 舭
bivc 比照
bivd 逼债
bive 闭着 笔者
bivf 逼真 避震
bivg 必争 痹症
bivh 臂章 笔账
bivi 壁纸 笔直 币制 币值 笔致 毕至 比值
bivj 笔战
bivl 保持中立 箅
bivm 笔
bivo 逼着 闭着
bivs 比重
bivt 不吃这一套
bivu 筚 比诸
biw 碧 珌 觱
biwb 珌
biwf 逼问
biwj 臂弯
biwo 逼我 比我
biwt 不成问题
biwu 比武 笔误 碧
biwy 觱
bix 愎 觱
bixb 笔芯
bixc 别出心裁
bixh 报仇雪恨
bixi 鼻息 敝屣
bixk 笔形 比兴
bixm 避嫌 避险 必先 笔仙
bixp 辟邪
bixq 必修
bixr 必选
bixt 鼻血 碧血
bixu 必须 必需
bixw 不耻下问 愎
bixx 陛下 笔下
bixy 觱 别出新意
biy 诐
biyb 鼻音 庇荫
biyc 必要 辟谣
biye 毕业 碧叶 辟邪 避邪
biyi 鄙夷 鄙意 笔译 比翼
biyj 闭眼
biyk 必应
biyr 不齿于人 比原
biys 不吃羊肉惹身臊
biyt 抱成一团
biyu 比喻 碧玉 避雨 璧玉
biyv 背城一战
biyy 避孕 碧云 诐
biyz 必有 笔友 庇佑
biz 避 逼 鼻 跸
bize 逼仄
bizi 鼻子
bizl 鼻
bizo 比作
bizt 逼
bizu 鼻祖 避 跸
bizv 闭嘴
bizz 逼走
bj 办 板 版 斑 班 搬 扳 般 颁 扮 拌 伴 瓣 半 绊 阪 坂 钣 瘢 癍 攽 昄 柈 湴 靽
bjan 办案
bjb 颁 瘢 癍 攽
bjbb 半饥半饱
bjbc 办报 板报
bjbd 半百 斑白
bjbf 版本 笔记本
bjbi 半壁 板壁
bjbj 斑斑 办班
bjbk 搬兵
bjbl 半斤八两 不即不离
bjbm 半边 不紧不慢
bjbo 斑驳
bjbp 班别
bjbr 颁
bjbs 不见不散
bjbu 颁布 八九不离十 半步 半部 编辑部
bjbw 癍 半杯 攽
bjbx 不疾不徐
bjby 瘢
bjbz 不骄不躁
bjc 半仓
bjcc 班草 保健操
bjcd 板材
bjch 半仓
bjci 班次 版次
bjcs 饱经沧桑
bjd 半 湴
bjdc 办到 班导 搬到 半岛 半道 绊倒
bjdd 比较大
bjde 不见得
bjdg 板凳
bjdh 伴当
bjdi 班底 般地 般的 比较低
bjdj 不计代价 报价单
bjdl 不讲道理 半斤对八两 半
bjdm 斑点 半点
bjdn 不减当年 搬掉
bjdo 比较多
bjdr 半段 不间断
bjds 搬动
bjdu 伴读
bjdv 北京队
bjdw 不见得 不记得 办得
bjdx 北京大学
bjdy 湴
bje 阪
bjeh 贝加尔湖
bjel 比肩而立
bjev 不教而诛
bjey 比较而言 阪
bjez 不胫而走
bjf 搬 扳 扮 拌
bjfa 办法 颁发
bjfb 拌
bjfd 扮
bjff 半分
bjfg 班风
bjfh 班房
bjfi 宝剑锋从磨砺出
bjfq 不解风情 弊绝风清
bjfu 饱经风霜 班服 板斧
bjfw 班费
bjfy 扳 搬
bjfz 比较复杂
bjg 不及格 靽
bjgb 靽
bjge 半个 不及格 办个
bjgg 比较尴尬
bjgl 不见棺材不落泪 不见棺材不掉泪
bjgs 办公
bjgv 版规 班规
bjgx 白驹过隙
bjgz 半句
bjh 比较好
bjhc 办好 比较好
bjhf 瘢痕 斑痕
bjhh 保驾护航 颁行
bjhj 半酣
bjhu 板胡
bjhv 扳回 搬回
bjhx 版画 班花 板画
bji 半场
bjie 班车
bjig 办成 扮成 半程 北京城
bjih 半场 办厂 搬场 伴唱
bjij 班禅
bjil 板床
bjis 剥茧抽丝
bjiu 搬出
bjj 不仅仅 钣
bjjb 搬进 不仅仅 本基金 半斤
bjji 班级 不见经传 班机 扳机 半级 颁给
bjjk 半径
bjjl 颁奖
bjjn 半角 绊脚
bjjp 半截 办结 板结 半价
bjjq 斑鸠 半旧
bjjt 半角
bjju 半句 班车 板车
bjjv 不见经传 比肩接踵
bjjw 不咎既往
bjjx 搬家 板甲
bjjy 钣 不觉技痒
bjk 版块
bjkd 搬开 半开
bjkj 办刊
bjkk 版块 斑块 班会 板块 保监会
bjkl 不积跬步无以至千里
bjkn 比较困难
bjks 半空
bjku 扮酷
bjl 瓣 办
bjla 半拉
bjld 办 搬来
bjle 不见了
bjlh 伴郎
bjli 办理 班里 搬离 板栗 部经理 颁奖礼
bjlj 斑斓
bjlk 冰激凌
bjll 扮靓
bjln 边角料 搬了 板料 版聊
bjlo 半裸
bjlu 半路 北京路 瓣
bjlv 伴侣
bjlx 背井离乡
bjly 病急乱投医 保加利亚
bjlz 板楼
bjm 板 柈
bjma 斑马
bjmb 柈
bjmc 斑蝥
bjmd 不结盟运动
bjmf 比较麻烦
bjmg 不结盟
bjmi 半米
bjmk 本杰明
bjmm 版面
bjmn 半秒
bjmo 瓣膜
bjmy 不仅没有 板
bjmz 不讲面子
bjn 比基尼
bjna 版纳
bjni 比基尼 伴你
bjnl 伴娘
bjnm 半年
bjns 搬弄
bjo 昄
bjoy 昄
bjp 版
bjpb 保健品 补给品
bjpd 半拍
bjpi 板坯
bjpk 半瓶 扳平
bjpn 半票
bjpo 半坡
bjpw 般配
bjpy 版
bjq 不久前
bjqg 比较奇怪
bjqi 不景气 班期 办起 报警器 半期 并将其 编辑器
bjql 不近情理
bjqm 搬迁 不久前
bjqn 板桥
bjqq 并驾齐驱 板球 半球
bjqr 版权 表决权 半圈 北极圈
